product_id,product_name,category,sub_category,base_price,price,competitor_price,demand,rating,reviews,stock,season,discount,day_of_week
PROD_0858,Apple AirPods Pro 2,Earphones,Premium,13702,14800,15018,391,3.9,820,383,Normal,4.2,Thursday
PROD_0859,Sony WH-CH520,Earphones,Mid,5964,6467,5930,415,4.6,1392,335,Normal,0.0,Saturday
PROD_0860,Acer Aspire 3,Laptop,Budget,43779,44952,39714,304,3.5,2165,320,Normal,0.9,Friday
PROD_0861,Sony Alpha ZV-E10,Camera,Mid,71260,77737,79528,350,3.1,769,107,Normal,3.5,Tuesday
PROD_0862,boAt Bassheads 100,Earphones,Budget,2494,2636,2410,243,2.9,2110,625,Normal,3.8,Saturday
PROD_0863,Apple Watch Series 9,Smartwatch,Premium,33044,35754,30046,489,3.8,714,293,Festive,3.4,Wednesday
PROD_0864,Canon EOS 1500D,Camera,Budget,43666,48905,43670,356,3.1,2104,297,Festive,6.6,Wednesday
PROD_0865,Noise ColorFit Pro 4,Smartwatch,Budget,3208,3445,3580,341,3.0,1914,430,Normal,4.3,Saturday
PROD_0866,Samsung Crystal 4K,Television,Mid,38367,41029,41417,424,4.3,141,648,Normal,0.0,Saturday
PROD_0867,boAt Bassheads 100,Earphones,Budget,2494,2633,2355,263,3.0,2234,477,Festive,12.8,Sunday
PROD_0868,iPhone 16,Mobile Phone,Premium,115228,120000,104919,260,4.9,885,384,Festive,2.9,Friday
PROD_0869,Sony Alpha ZV-E10,Camera,Mid,71260,78742,75445,416,3.6,1083,724,Festive,10.5,Thursday
PROD_0870,Samsung Crystal 4K,Television,Mid,38367,42866,42255,457,3.7,1303,540,Festive,11.8,Saturday
PROD_0871,Sony WH-CH520,Earphones,Mid,5964,6077,5335,334,3.8,1216,520,Normal,0.0,Tuesday
PROD_0872,Nikon D3500,Camera,Budget,44762,46111,40926,364,3.9,2549,343,Normal,0.0,Wednesday
PROD_0873,Samsung Galaxy A35,Mobile Phone,Mid,38986,41893,38628,295,4.3,1335,351,Normal,0.0,Saturday
PROD_0874,JBL Tune 770NC,Earphones,Mid,10947,12000,11621,267,3.7,1174,254,Festive,8.7,Saturday
PROD_0875,OnePlus Nord CE4,Mobile Phone,Mid,21596,24187,21299,449,3.3,455,351,Festive,11.9,Friday
PROD_0876,Canon EOS 1500D,Camera,Budget,43666,46840,47922,348,3.5,2244,468,Normal,0.0,Thursday
PROD_0877,Realme C55,Mobile Phone,Budget,12494,12546,11222,286,3.2,1697,745,Normal,1.1,Wednesday
PROD_0878,JBL Tune 770NC,Earphones,Mid,10947,12000,12040,235,3.7,1338,558,Festive,10.7,Friday
PROD_0879,Sony Alpha ZV-E10,Camera,Mid,71260,79811,70270,449,3.9,1217,272,Festive,13.7,Wednesday
PROD_0880,Samsung Crystal 4K,Television,Mid,38367,41361,36711,394,3.5,1082,430,Normal,2.3,Saturday
PROD_0881,HP Pavilion 15,Laptop,Budget,47673,50602,51960,272,3.8,1875,579,Normal,4.0,Monday
PROD_0882,Realme Buds 2,Earphones,Budget,2947,3000,3112,166,3.2,2617,233,Normal,9.6,Thursday
PROD_0883,Canon EOS M50 II,Camera,Mid,94937,106329,102147,394,4.0,516,164,Festive,14.1,Friday
PROD_0884,Sony WH-CH520,Earphones,Mid,5964,6419,6618,333,3.9,1091,371,Normal,0.0,Saturday
PROD_0885,Samsung Galaxy Watch 6,Smartwatch,Mid,27520,29332,27285,137,3.5,899,288,Normal,7.4,Friday
PROD_0886,boAt Bassheads 100,Earphones,Budget,2494,2645,2711,189,3.4,1677,466,Normal,0.0,Saturday
PROD_0887,iPhone 16,Mobile Phone,Premium,115228,120000,119307,185,4.5,1025,475,Normal,4.2,Saturday
PROD_0888,OnePlus Nord CE4,Mobile Phone,Mid,21596,24187,23285,555,4.0,1865,431,Festive,11.9,Monday
PROD_0889,Realme Buds 2,Earphones,Budget,2947,3000,3066,101,2.8,1572,403,Normal,3.5,Tuesday
PROD_0890,Samsung Galaxy A35,Mobile Phone,Mid,38986,43379,43102,290,3.7,50,381,Festive,14.6,Wednesday
PROD_0891,Vu Cinema TV,Television,Budget,23610,26443,26291,372,3.1,1021,321,Festive,12.3,Tuesday
PROD_0892,Sony Bravia X74L,Television,Mid,60256,64669,60556,376,3.6,1112,499,Normal,2.0,Thursday
PROD_0893,Sony Alpha A7 IV,Camera,Premium,299200,300000,309314,251,4.3,50,417,Normal,0.0,Wednesday
PROD_0894,Sony Alpha A7 IV,Camera,Premium,299200,300000,274809,348,4.2,139,601,Festive,9.8,Monday
PROD_0895,OnePlus Nord CE4,Mobile Phone,Mid,21596,23558,22942,397,3.7,703,178,Normal,2.8,Tuesday
PROD_0896,HP Pavilion 15,Laptop,Budget,47673,51509,52725,269,3.2,1699,194,Normal,0.0,Sunday
PROD_0897,Acer Aspire 3,Laptop,Budget,43779,47163,39181,410,3.7,2235,269,Festive,9.0,Tuesday
PROD_0898,Apple AirPods Pro 2,Earphones,Premium,13702,14907,13679,443,4.6,118,305,Normal,0.0,Saturday
PROD_0899,Apple Watch Series 9,Smartwatch,Premium,33044,35512,34989,404,4.3,482,512,Normal,2.9,Tuesday
PROD_0900,boAt Wave Sigma,Smartwatch,Budget,3143,3243,2940,376,3.4,2430,323,Normal,3.3,Sunday
PROD_0901,Sony Alpha ZV-E10,Camera,Mid,71260,77226,68602,417,4.0,1442,351,Normal,1.9,Monday
PROD_0902,Fitbit Sense 2,Smartwatch,Mid,22747,24455,24068,286,4.4,1192,327,Normal,2.2,Monday
PROD_0903,Sony WH-CH520,Earphones,Mid,5964,6446,6679,372,4.4,1830,339,Normal,0.0,Friday
PROD_0904,iPhone 16,Mobile Phone,Premium,115228,120000,127735,118,4.5,354,515,Normal,0.6,Sunday
PROD_0905,LG OLED C3,Television,Premium,175185,179152,164007,272,4.4,772,355,Normal,1.3,Thursday
PROD_0906,Lenovo IdeaPad 5,Laptop,Mid,69584,74117,69752,332,3.6,1080,595,Normal,5.1,Thursday
PROD_0907,HP Pavilion 15,Laptop,Budget,47673,50459,45026,340,3.4,2038,541,Festive,16.7,Thursday
PROD_0908,Canon EOS M50 II,Camera,Mid,94937,101587,96356,306,3.7,1118,458,Normal,0.5,Friday
PROD_0909,Canon EOS 1500D,Camera,Budget,43666,48650,46870,338,3.0,1249,424,Festive,9.9,Wednesday
PROD_0910,Vu Cinema TV,Television,Budget,23610,26400,24156,443,3.8,2724,501,Festive,16.4,Monday
PROD_0911,Canon EOS M50 II,Camera,Mid,94937,101492,85544,388,3.7,851,401,Festive,7.8,Friday
PROD_0912,Realme C55,Mobile Phone,Budget,12494,13388,13612,305,3.3,2267,426,Normal,4.4,Monday
PROD_0913,Realme C55,Mobile Phone,Budget,12494,13946,13822,315,2.8,1632,348,Festive,17.3,Wednesday
PROD_0914,Dell Inspiron 15,Laptop,Mid,73109,78104,81413,307,3.5,707,494,Normal,3.7,Sunday
PROD_0915,Nikon D3500,Camera,Budget,44762,46345,41095,335,3.6,1981,195,Normal,0.4,Sunday
PROD_0916,Vu Cinema TV,Television,Budget,23610,25656,23570,376,3.5,1736,230,Normal,2.0,Wednesday
PROD_0917,Redmi Note 13,Mobile Phone,Budget,12662,13670,12857,264,3.3,1986,203,Normal,2.8,Friday
PROD_0918,MacBook Pro 14,Laptop,Premium,151005,161730,160481,303,4.0,303,434,Normal,5.5,Thursday
PROD_0919,HP Pavilion 15,Laptop,Budget,47673,50980,49074,273,3.6,2287,422,Normal,3.2,Saturday
PROD_0920,Sony WH-CH520,Earphones,Mid,5964,6445,6317,336,4.0,1129,290,Normal,1.9,Monday
PROD_0921,Sony WH-CH520,Earphones,Mid,5964,6436,5458,438,3.9,1543,274,Festive,7.4,Sunday
PROD_0922,Redmi Note 13,Mobile Phone,Budget,12662,13410,11635,353,3.1,1879,547,Festive,19.1,Thursday
PROD_0923,Vu Cinema TV,Television,Budget,23610,25469,23088,421,3.7,2416,456,Normal,0.0,Tuesday
PROD_0924,Samsung Crystal 4K,Television,Mid,38367,41272,35661,515,4.3,834,458,Festive,8.6,Saturday
PROD_0925,Samsung Crystal 4K,Television,Mid,38367,41647,39377,414,3.9,899,311,Normal,1.9,Monday
PROD_0926,boAt Wave Sigma,Smartwatch,Budget,3143,3241,2981,373,3.5,2531,334,Normal,5.2,Saturday
PROD_0927,iPhone 16,Mobile Phone,Premium,115228,120000,104457,173,4.1,392,296,Festive,5.4,Sunday
PROD_0928,OnePlus Nord CE4,Mobile Phone,Mid,21596,23466,24089,463,4.2,1528,362,Normal,3.7,Monday
PROD_0929,boAt Wave Sigma,Smartwatch,Budget,3143,3357,3289,352,3.0,2158,563,Normal,0.0,Friday
PROD_0930,Vu Cinema TV,Television,Budget,23610,25533,25989,350,3.6,2422,296,Normal,0.7,Saturday
PROD_0931,Vu Cinema TV,Television,Budget,23610,25546,24016,308,2.8,1890,222,Normal,0.0,Monday
PROD_0932,JBL Tune 770NC,Earphones,Mid,10947,11447,10359,259,4.1,809,675,Festive,14.4,Wednesday
PROD_0933,Lenovo IdeaPad 5,Laptop,Mid,69584,74868,64852,476,4.5,883,395,Festive,9.5,Sunday
PROD_0934,Apple AirPods Pro 2,Earphones,Premium,13702,14838,13120,434,4.0,931,392,Normal,0.9,Friday
PROD_0935,Lenovo IdeaPad 5,Laptop,Mid,69584,70918,62356,341,3.6,1192,528,Normal,3.7,Monday
PROD_0936,Lenovo IdeaPad 5,Laptop,Mid,69584,76497,75873,480,4.4,2137,133,Normal,2.0,Wednesday
PROD_0937,MacBook Pro 14,Laptop,Premium,151005,162122,134344,409,4.5,50,341,Festive,12.5,Wednesday
PROD_0938,boAt Wave Sigma,Smartwatch,Budget,3143,3358,2918,456,3.5,1908,515,Festive,7.8,Friday
PROD_0939,Apple AirPods Pro 2,Earphones,Premium,13702,14541,12427,447,3.7,72,645,Festive,10.5,Tuesday
PROD_0940,Lenovo IdeaPad 5,Laptop,Mid,69584,74392,67606,284,2.5,1016,444,Normal,7.2,Sunday
PROD_0941,Samsung Crystal 4K,Television,Mid,38367,42971,36685,521,3.6,1613,427,Festive,10.1,Thursday
PROD_0942,Fitbit Sense 2,Smartwatch,Mid,22747,24888,23224,387,4.7,1901,98,Normal,6.2,Sunday
PROD_0943,Canon EOS M50 II,Camera,Mid,94937,105804,90709,351,3.6,872,437,Festive,7.6,Tuesday
PROD_0944,iPhone 16,Mobile Phone,Premium,115228,116227,109312,109,4.4,295,390,Normal,1.0,Tuesday
PROD_0945,OnePlus Nord CE4,Mobile Phone,Mid,21596,23417,23778,423,3.6,1128,348,Normal,0.0,Saturday
PROD_0946,MacBook Pro 14,Laptop,Premium,151005,162873,137997,384,4.2,562,204,Festive,14.0,Saturday
PROD_0947,iPhone 16,Mobile Phone,Premium,115228,120000,125553,138,4.5,936,366,Normal,3.0,Thursday
PROD_0948,Canon EOS 1500D,Camera,Budget,43666,47196,42767,304,3.3,1391,239,Normal,0.0,Thursday
PROD_0949,Redmi Note 13,Mobile Phone,Budget,12662,13693,13066,361,3.8,2346,313,Normal,5.9,Friday
PROD_0950,Acer Aspire 3,Laptop,Budget,43779,45159,40796,299,2.9,2168,218,Normal,2.0,Saturday
PROD_0951,Acer Aspire 3,Laptop,Budget,43779,46775,41825,262,2.8,1993,424,Normal,4.9,Saturday
PROD_0952,Realme Buds 2,Earphones,Budget,2947,3000,2597,91,2.6,1780,132,Normal,7.4,Saturday
PROD_0953,Dell Inspiron 15,Laptop,Mid,73109,75890,64575,346,3.9,840,158,Normal,0.0,Sunday
PROD_0954,Apple Watch Series 9,Smartwatch,Premium,33044,35318,33683,381,3.7,847,595,Normal,6.2,Tuesday
PROD_0955,boAt Bassheads 100,Earphones,Budget,2494,2620,2414,191,3.3,2252,671,Normal,0.0,Thursday
PROD_0956,Sony Bravia X74L,Television,Mid,60256,65424,64956,361,3.7,1406,226,Normal,0.9,Tuesday
PROD_0957,Acer Aspire 3,Laptop,Budget,43779,46958,46696,347,3.9,2382,468,Normal,5.3,Friday
PROD_0958,Sony Bravia X74L,Television,Mid,60256,64987,55400,449,4.3,1477,303,Festive,9.8,Sunday
PROD_0959,boAt Bassheads 100,Earphones,Budget,2494,2643,2316,261,3.2,2120,396,Festive,9.0,Thursday
PROD_0960,Samsung Crystal 4K,Television,Mid,38367,41298,38197,370,3.7,636,427,Normal,4.7,Friday
PROD_0961,Redmi Note 13,Mobile Phone,Budget,12662,13425,12134,306,3.5,1510,653,Normal,0.0,Wednesday
PROD_0962,Canon EOS M50 II,Camera,Mid,94937,101634,90006,408,3.5,876,401,Festive,8.1,Friday
PROD_0963,Realme C55,Mobile Phone,Budget,12494,13423,12207,351,3.8,2825,438,Normal,0.0,Sunday
PROD_0964,Lenovo IdeaPad 5,Laptop,Mid,69584,75366,67119,392,4.4,1110,326,Normal,5.2,Monday
PROD_0965,MacBook Pro 14,Laptop,Premium,151005,168597,145864,324,3.6,50,356,Festive,10.0,Thursday
PROD_0966,Sony Alpha A7 IV,Camera,Premium,299200,300000,286692,306,4.7,943,574,Normal,0.0,Monday
PROD_0967,Redmi Note 13,Mobile Phone,Budget,12662,14181,12356,420,3.4,2771,274,Festive,9.1,Monday
PROD_0968,MacBook Pro 14,Laptop,Premium,151005,159212,153421,302,3.7,80,766,Normal,0.5,Sunday
PROD_0969,JBL Tune 770NC,Earphones,Mid,10947,12000,10951,214,3.3,1089,501,Festive,7.7,Friday
PROD_0970,Mi TV 4A,Television,Budget,24525,26115,27041,330,3.1,1746,598,Normal,2.3,Friday
PROD_0971,Sony WH-CH520,Earphones,Mid,5964,6018,5415,287,3.5,926,648,Normal,7.8,Wednesday
PROD_0972,Fitbit Sense 2,Smartwatch,Mid,22747,24445,23576,346,4.4,2069,426,Normal,1.6,Monday
PROD_0973,Lenovo IdeaPad 5,Laptop,Mid,69584,77934,71520,468,4.2,1428,333,Festive,13.3,Sunday
PROD_0974,Dell Inspiron 15,Laptop,Mid,73109,81496,74564,389,3.6,1170,489,Festive,6.1,Friday
PROD_0975,Samsung Galaxy A35,Mobile Phone,Mid,38986,39220,36449,233,3.6,785,629,Normal,0.0,Tuesday
PROD_0976,Acer Aspire 3,Laptop,Budget,43779,49032,42947,422,3.3,2614,264,Festive,12.1,Friday
PROD_0977,Dell Inspiron 15,Laptop,Mid,73109,78120,71003,366,3.3,961,578,Normal,6.0,Tuesday
PROD_0978,Redmi Note 13,Mobile Phone,Budget,12662,13003,11837,338,3.7,2541,368,Normal,0.0,Thursday
PROD_0979,Sony Alpha A7 IV,Camera,Premium,299200,300000,310763,312,4.5,146,222,Normal,0.0,Wednesday
PROD_0980,Samsung Crystal 4K,Television,Mid,38367,41220,35490,471,3.6,1074,419,Festive,14.1,Thursday
PROD_0981,Canon EOS 1500D,Camera,Budget,43666,46681,48010,300,3.1,2237,469,Normal,5.6,Friday
PROD_0982,Realme Buds 2,Earphones,Budget,2947,3000,3224,143,3.1,2062,623,Normal,2.8,Saturday
PROD_0983,OnePlus Nord CE4,Mobile Phone,Mid,21596,24187,22440,498,3.7,1962,178,Festive,13.3,Tuesday
PROD_0984,Sony Bravia X74L,Television,Mid,60256,65502,60915,361,4.0,1088,200,Normal,2.3,Monday
PROD_0985,Canon EOS 1500D,Camera,Budget,43666,47225,46008,333,3.8,1793,269,Normal,3.8,Friday
PROD_0986,Fitbit Sense 2,Smartwatch,Mid,22747,24430,22739,224,4.0,738,256,Normal,1.5,Monday
PROD_0987,Vu Cinema TV,Television,Budget,23610,24378,20788,352,3.2,1707,277,Normal,0.0,Tuesday
PROD_0988,Realme Buds 2,Earphones,Budget,2947,3000,2742,240,3.6,1866,490,Festive,7.2,Saturday
PROD_0989,HP Pavilion 15,Laptop,Budget,47673,50857,47441,252,3.4,1530,442,Normal,0.3,Wednesday
PROD_0990,Realme C55,Mobile Phone,Budget,12494,13915,13889,394,3.7,2112,516,Festive,12.4,Monday
PROD_0991,Lenovo IdeaPad 5,Laptop,Mid,69584,77934,67127,424,4.1,1148,406,Festive,9.2,Sunday
PROD_0992,JBL Tune 770NC,Earphones,Mid,10947,11675,11267,149,3.4,1387,292,Normal,0.0,Wednesday
PROD_0993,Noise ColorFit Pro 4,Smartwatch,Budget,3208,3592,3537,486,3.3,2527,424,Festive,17.0,Saturday
PROD_0994,Noise ColorFit Pro 4,Smartwatch,Budget,3208,3457,3105,331,3.0,1807,341,Normal,1.3,Sunday
PROD_0995,Acer Aspire 3,Laptop,Budget,43779,47425,43842,322,3.3,2256,217,Normal,4.7,Saturday
PROD_0996,Dell Inspiron 15,Laptop,Mid,73109,78166,77975,321,4.0,271,498,Normal,5.3,Tuesday
PROD_0997,Redmi Note 13,Mobile Phone,Budget,12662,13618,12260,318,3.6,1757,366,Normal,4.9,Sunday
PROD_0998,Realme Buds 2,Earphones,Budget,2947,3000,3034,189,2.9,1569,382,Festive,17.9,Wednesday
PROD_0999,Acer Aspire 3,Laptop,Budget,43779,47056,43576,393,3.9,2969,492,Normal,4.6,Tuesday
PROD_1000,Sony WH-CH520,Earphones,Mid,5964,6664,6254,422,3.7,1409,483,Festive,5.5,Tuesday
PROD_1001,Sony Bravia X74L,Television,Mid,60256,64561,58702,334,3.2,1182,472,Normal,6.0,Saturday
PROD_1002,Sony Alpha A7 IV,Camera,Premium,299200,300000,288754,390,4.6,539,302,Festive,13.0,Friday
PROD_1003,Nikon D3500,Camera,Budget,44762,48107,42891,326,3.2,2552,394,Normal,3.1,Friday
PROD_1004,boAt Bassheads 100,Earphones,Budget,2494,2793,2501,260,3.0,1851,43,Festive,15.6,Wednesday
PROD_1005,Sony Alpha ZV-E10,Camera,Mid,71260,76880,78907,389,3.9,1264,406,Normal,3.7,Wednesday
PROD_1006,Sony Alpha ZV-E10,Camera,Mid,71260,77112,72367,451,4.6,1656,434,Normal,1.1,Wednesday
PROD_1007,Realme C55,Mobile Phone,Budget,12494,13757,11992,291,2.5,990,614,Festive,13.4,Wednesday
PROD_1008,Samsung Galaxy A35,Mobile Phone,Mid,38986,43047,42035,327,3.7,1203,607,Festive,15.6,Tuesday
PROD_1009,LG OLED C3,Television,Premium,175185,180000,179167,349,4.1,866,124,Festive,9.3,Saturday
PROD_1010,Dell Inspiron 15,Laptop,Mid,73109,81872,70459,465,4.3,1235,500,Festive,11.6,Tuesday
PROD_1011,Apple AirPods Pro 2,Earphones,Premium,13702,14705,13715,398,4.5,65,532,Normal,0.0,Tuesday
PROD_1012,LG OLED C3,Television,Premium,175185,180000,156798,360,4.1,327,309,Festive,5.5,Saturday
PROD_1013,Realme C55,Mobile Phone,Budget,12494,13471,11963,378,3.8,2689,402,Normal,0.8,Wednesday
PROD_1014,Apple Watch Series 9,Smartwatch,Premium,33044,34514,30237,378,4.1,553,77,Normal,5.1,Friday
PROD_1015,Vu Cinema TV,Television,Budget,23610,25122,24493,278,2.7,1880,536,Normal,0.0,Tuesday
PROD_1016,boAt Wave Sigma,Smartwatch,Budget,3143,3520,3442,415,3.4,1271,353,Festive,11.6,Saturday
PROD_1017,Lenovo IdeaPad 5,Laptop,Mid,69584,74790,71058,291,3.0,900,340,Normal,4.9,Wednesday
PROD_1018,Realme C55,Mobile Phone,Budget,12494,13523,13008,295,3.2,1488,194,Normal,0.3,Wednesday
PROD_1019,Samsung Galaxy A35,Mobile Phone,Mid,38986,42012,37884,261,3.9,1287,239,Normal,7.5,Friday
PROD_1020,MacBook Pro 14,Laptop,Premium,151005,168865,147984,381,4.2,957,406,Festive,13.6,Tuesday
PROD_1021,Sony Bravia X74L,Television,Mid,60256,60840,55784,290,3.3,473,641,Normal,3.5,Tuesday
PROD_1022,Samsung Galaxy A35,Mobile Phone,Mid,38986,41792,35385,311,4.0,808,227,Festive,6.3,Saturday
PROD_1023,Vu Cinema TV,Television,Budget,23610,25275,23875,382,4.0,2110,562,Normal,2.7,Tuesday
PROD_1024,Nikon D3500,Camera,Budget,44762,49404,47220,275,2.2,1648,538,Festive,13.6,Wednesday
PROD_1025,HP Pavilion 15,Laptop,Budget,47673,51423,47730,217,3.3,1244,152,Normal,2.0,Sunday
PROD_1026,Fitbit Sense 2,Smartwatch,Mid,22747,24499,23358,322,4.2,1798,342,Normal,0.1,Wednesday
PROD_1027,Nikon D3500,Camera,Budget,44762,48178,40040,413,3.7,2567,293,Festive,10.5,Tuesday
PROD_1028,Samsung Galaxy Watch 6,Smartwatch,Mid,27520,30000,27499,267,3.9,1398,313,Festive,9.9,Monday
PROD_1029,Sony WH-CH520,Earphones,Mid,5964,6358,6206,283,3.4,479,503,Normal,6.8,Tuesday
PROD_1030,HP Pavilion 15,Laptop,Budget,47673,53393,49336,345,3.5,2368,267,Festive,9.2,Thursday
PROD_1031,Apple AirPods Pro 2,Earphones,Premium,13702,15225,13651,454,4.1,700,657,Festive,10.8,Wednesday
PROD_1032,Mi TV 4A,Television,Budget,24525,25092,22644,311,3.0,1278,404,Normal,0.0,Friday
PROD_1033,Sony WH-CH520,Earphones,Mid,5964,6418,5977,321,3.3,1222,358,Normal,0.0,Thursday
PROD_1034,Redmi Note 13,Mobile Phone,Budget,12662,14032,13580,366,3.3,2324,584,Festive,9.6,Monday
PROD_1035,Samsung Galaxy Watch 6,Smartwatch,Mid,27520,27618,24524,161,3.4,342,570,Normal,5.3,Tuesday
PROD_1036,Samsung Galaxy A35,Mobile Phone,Mid,38986,39529,36181,260,3.7,1138,511,Normal,5.7,Thursday
PROD_1037,Samsung Crystal 4K,Television,Mid,38367,41259,39435,438,3.6,1360,549,Normal,1.0,Saturday
PROD_1038,Nikon D3500,Camera,Budget,44762,47955,41808,398,3.4,2103,370,Festive,10.4,Sunday
PROD_1039,Sony Alpha A7 IV,Camera,Premium,299200,300000,278332,286,4.3,937,498,Normal,2.6,Thursday
PROD_1040,Nikon D3500,Camera,Budget,44762,44852,40056,283,2.7,1627,784,Normal,4.6,Saturday
PROD_1041,LG OLED C3,Television,Premium,175185,180000,164509,366,4.4,587,373,Festive,10.4,Wednesday
PROD_1042,Realme C55,Mobile Phone,Budget,12494,13380,12400,249,2.6,2033,354,Normal,6.9,Thursday
PROD_1043,Lenovo IdeaPad 5,Laptop,Mid,69584,75296,66154,376,3.7,1209,322,Normal,0.0,Saturday
PROD_1044,Dell Inspiron 15,Laptop,Mid,73109,81882,79076,447,3.9,1776,437,Festive,15.1,Monday
PROD_1045,Vu Cinema TV,Television,Budget,23610,25296,26130,335,3.0,1961,474,Normal,0.0,Wednesday
PROD_1046,Canon EOS M50 II,Camera,Mid,94937,101252,98049,383,3.7,1520,644,Normal,0.0,Saturday
PROD_1047,Acer Aspire 3,Laptop,Budget,43779,49032,47778,345,3.2,1941,26,Festive,11.6,Sunday
PROD_1048,Canon EOS 1500D,Camera,Budget,43666,44375,39816,274,2.8,1553,486,Normal,7.6,Friday
PROD_1049,Realme Buds 2,Earphones,Budget,2947,3000,3278,132,3.2,1761,389,Normal,8.7,Monday
PROD_1050,Vu Cinema TV,Television,Budget,23610,25293,23409,323,3.4,2170,458,Normal,2.7,Sunday
PROD_1051,Redmi Note 13,Mobile Phone,Budget,12662,13646,12693,356,3.7,2236,379,Normal,8.2,Sunday
PROD_1052,Canon EOS M50 II,Camera,Mid,94937,101278,94574,308,3.4,1242,526,Normal,9.7,Sunday
PROD_1053,Sony Alpha ZV-E10,Camera,Mid,71260,76483,75620,378,3.5,776,501,Normal,0.0,Sunday
PROD_1054,iPhone 16,Mobile Phone,Premium,115228,120000,127272,247,5.0,50,588,Festive,13.8,Tuesday
PROD_1055,boAt Bassheads 100,Earphones,Budget,2494,2643,2333,280,3.1,1775,422,Festive,10.9,Thursday
PROD_1056,Lenovo IdeaPad 5,Laptop,Mid,69584,75693,71822,348,3.8,979,166,Normal,1.1,Wednesday
PROD_1057,Apple AirPods Pro 2,Earphones,Premium,13702,14893,15299,415,4.4,50,283,Normal,0.2,Monday
PROD_1058,boAt Wave Sigma,Smartwatch,Budget,3143,3380,2775,480,3.5,2694,409,Festive,6.5,Monday
PROD_1059,Dell Inspiron 15,Laptop,Mid,73109,78133,68368,425,3.4,1267,463,Festive,13.8,Monday
PROD_1060,Sony Bravia X74L,Television,Mid,60256,64882,66596,353,4.0,195,394,Normal,1.2,Friday
PROD_1061,Dell Inspiron 15,Laptop,Mid,73109,77771,70948,307,3.7,1279,585,Normal,1.5,Monday
PROD_1062,Samsung Crystal 4K,Television,Mid,38367,41463,37746,458,4.3,1799,473,Normal,0.0,Thursday
PROD_1063,Apple AirPods Pro 2,Earphones,Premium,13702,15346,13736,482,4.0,555,449,Festive,11.1,Sunday
PROD_1064,Redmi Note 13,Mobile Phone,Budget,12662,13532,12229,277,3.4,2145,441,Normal,3.5,Saturday
PROD_1065,Dell Inspiron 15,Laptop,Mid,73109,79012,79320,348,3.7,1388,307,Normal,0.0,Thursday
PROD_1066,Realme C55,Mobile Phone,Budget,12494,13419,13933,292,3.3,2325,357,Normal,6.2,Monday
PROD_1067,Nikon D3500,Camera,Budget,44762,45810,39630,279,2.9,1558,350,Normal,0.0,Saturday
PROD_1068,Dell Inspiron 15,Laptop,Mid,73109,78912,78546,335,3.4,741,315,Normal,3.1,Friday
PROD_1069,MacBook Pro 14,Laptop,Premium,151005,155935,141743,310,4.1,275,212,Normal,6.1,Saturday
PROD_1070,Dell Inspiron 15,Laptop,Mid,73109,81882,73953,433,4.1,1239,253,Festive,13.3,Friday
PROD_1071,Mi TV 4A,Television,Budget,24525,26547,25951,340,3.0,2075,261,Normal,0.0,Wednesday
PROD_1072,Vu Cinema TV,Television,Budget,23610,25338,21324,414,3.7,2304,357,Festive,16.1,Friday
PROD_1073,iPhone 16,Mobile Phone,Premium,115228,120000,113531,54,4.0,204,396,Normal,6.0,Friday
PROD_1074,Vu Cinema TV,Television,Budget,23610,26349,22692,332,2.7,1439,377,Festive,13.5,Sunday
PROD_1075,Fitbit Sense 2,Smartwatch,Mid,22747,25440,23152,316,3.8,1920,306,Festive,4.0,Thursday
PROD_1076,boAt Bassheads 100,Earphones,Budget,2494,2634,2515,229,3.8,2336,616,Normal,0.8,Thursday
PROD_1077,Redmi Note 13,Mobile Phone,Budget,12662,13736,12470,305,3.1,2119,160,Normal,3.3,Tuesday
PROD_1078,Canon EOS 1500D,Camera,Budget,43666,46785,45111,322,3.0,2424,454,Normal,2.4,Friday
PROD_1079,Realme Buds 2,Earphones,Budget,2947,3000,3264,148,3.3,1883,581,Normal,4.4,Wednesday
PROD_1080,Dell Inspiron 15,Laptop,Mid,73109,79721,72967,384,3.7,2114,167,Normal,3.2,Monday
PROD_1081,Lenovo IdeaPad 5,Laptop,Mid,69584,74854,75942,310,2.9,1046,350,Normal,3.2,Wednesday
PROD_1082,Nikon D3500,Camera,Budget,44762,47847,44115,219,2.6,1662,350,Normal,3.5,Friday
PROD_1083,MacBook Pro 14,Laptop,Premium,151005,153828,139786,344,4.1,492,542,Normal,4.3,Sunday
PROD_1084,iPhone 16,Mobile Phone,Premium,115228,120000,110269,118,4.1,50,68,Normal,3.7,Saturday
PROD_1085,Nikon D3500,Camera,Budget,44762,50000,48527,422,3.5,2785,162,Festive,10.3,Friday
PROD_1086,Apple Watch Series 9,Smartwatch,Premium,33044,37009,32897,480,4.5,345,517,Festive,11.6,Friday
PROD_1087,Samsung Crystal 4K,Television,Mid,38367,41797,41071,396,3.7,866,206,Normal,0.0,Wednesday
PROD_1088,Apple Watch Series 9,Smartwatch,Premium,33044,35628,31717,364,3.7,115,382,Normal,5.2,Wednesday
PROD_1089,Canon EOS 1500D,Camera,Budget,43666,46994,45040,351,3.4,2376,402,Normal,6.5,Friday
PROD_1090,Lenovo IdeaPad 5,Laptop,Mid,69584,75035,73171,430,4.0,1502,478,Normal,2.1,Tuesday
PROD_1091,Canon EOS M50 II,Camera,Mid,94937,102000,97888,300,3.9,794,362,Normal,0.0,Thursday
